,ID,FY,Area,Add1,City,STPostal,NPRZip5,NPRDisasterNo,DisasterDescription,County,Owner,ResType,DamageCat,DateClosed,StrucType,PartOfProj,ProjTitle,ProjID,Status,Action,ProjCounties,Grantee,Subgrantee,Type,NPRDateClosed,NPRPricePaid,NPRLatitude,NPRLongitude,NPRElevation
5484,22978,2001,HMGP,3239 SUNNYSIDE,DAVENPORT,IA,52801,1367,"SEVERE STORMS, TORNADOES AND FLOODING",Scott,"DAVIS, HARRY D",Rental,0 - 49%,6/1/2006,Single Family,Yes,DAVENPORT HOUSING BUYOU  01 FLOOD,DR-1367-0002-R,Closed,Acquisition,SCOTT,Statewide,Davenport City (Township of),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,6/1/2006,43270.0,41.504937,-90.622427,559.78
5485,22979,2001,HMGP,3244 KEOTA AVE,DAVENPORT,IA,52801,1367,"SEVERE STORMS, TORNADOES AND FLOODING",Scott,"MATTHEWS, NANCY K",Rental,0 - 49%,6/1/2006,Single Family,Yes,DAVENPORT HOUSING BUYOU  01 FLOOD,DR-1367-0002-R,Closed,Acquisition,SCOTT,Statewide,Davenport City (Township of),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,6/1/2006,40000.0,41.503988,-90.623552,557.74
5486,22980,2001,HMGP,3248 KEOTA AVE,DAVENPORT,IA,52801,1367,"SEVERE STORMS, TORNADOES AND FLOODING",Scott,"WARNER, TRACY L",Owner Occupied - Principal Residence,0 - 49%,6/1/2006,Single Family,Yes,DAVENPORT HOUSING BUYOU  01 FLOOD,DR-1367-0002-R,Closed,Acquisition,SCOTT,Statewide,Davenport City (Township of),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,6/1/2006,57000.0,41.503988,-90.623712,557.62
5489,24963,2002,FMA,3232 PANSY AVENUE,DAVENPORT,IA,52802,-PJ-,,Scott,"SCOTT, RICHARD",Primary,0 - 49%,,Single Family,Yes,Residential Acquisition/Demolition - City of Davenport (Phase III),FMA-PJ-07IA-2002001,Approved,Acquisition,SCOTT,,"Davenport, City Of",200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,,,41.503983000000005,-90.62273,557.78
5490,24964,2002,FMA,3244 ORCHARD,DAVENPORT,IA,52802,-PJ-,,Scott,"GROUP, FIRST FINANCIAL",,0 - 49%,,Single Family,Yes,Residential Acquisition/Demolition - City of Davenport (Phase III),FMA-PJ-07IA-2002001,Approved,Acquisition,SCOTT,,"Davenport, City Of",200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,,,41.505608,-90.623474,559.67
5492,25143,2002,HMGP,120 1ST STREET,CHARLOTTE,IA,52731,1420,SEVERE STORMS AND FLOODING,Dubuque,"ATWATER, JAMES",Owner Occupied - Principal Residence,50 - 99%,1/21/2005,Single Family,Yes,CHARLOTTE ACQUISITION PROJECT,DR-1420-0006-R,Closed,Acquisition,CLINTON,Statewide,Charlotte,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1/21/2005,22957.0,41.960327,-90.472047,692.76
5646,33514,2008,HMGP,106 W ROCHESTER AVE,ATALISSA,IA,52720,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Muscatine,"NETTLETON, ROBERT  W",Owner Occupied - Principal Residence,50 - 99%,5/31/2013,Single Family,Yes,Cedar County HMGP Property Acquisition Project,DR-1763-0040-R,Closed,Acquisition,CEDAR,Statewide,Cedar (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,5/31/2013,48862.0,41.6704,-91.16674,658.85
5662,33534,2008,HMGP,1100 CONCORD STREET,COLUMBUS JUNCTION,IA,52738,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Louisa,"GARRISON, LEO",Owner Occupied - Principal Residence,50 - 99%,6/17/2013,Single Family,Yes,"Louisa County, IA Property Acquisition Project #3",DR-1763-0208-R,Closed,Acquisition,LOUISA,Statewide,Louisa (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,6/17/2013,44418.0,41.28387,-91.34336,582.29
5671,33546,2008,HMGP,110 W ROCHESTER AVE,ATALISSA,IA,52720,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Muscatine,"YOUNG, DAVID M",Owner Occupied - Principal Residence,50 - 99%,5/31/2013,Single Family,Yes,Cedar County HMGP Property Acquisition Project,DR-1763-0040-R,Closed,Acquisition,CEDAR,Statewide,Cedar (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,5/31/2013,54208.0,41.67033,-91.16696999999999,661.14
5682,33560,2008,HMGP,1140 CEMETERY RD,TIPTON,IA,52772,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Cedar,"ROCHESTER LUMBER, COMPANY",Owner Occupied - Principal Residence,50 - 99%,5/31/2013,Single Family,Yes,Cedar County HMGP Property Acquisition Project,DR-1763-0040-R,Closed,Acquisition,CEDAR,Statewide,Cedar (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,5/31/2013,81301.0,41.666340000000005,-91.1412,682.02
5704,33596,2008,HMGP,11762 HIGHWAY 99,WAPELLO,IA,52653,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Louisa,"URQUIZA, FELIPE",Owner Occupied - Principal Residence,50 - 99%,6/26/2013,Single Family,Yes,"Louisa County, IA Property Acquisition Project #2",DR-1763-0170-R,Closed,Acquisition,LOUISA,Statewide,Louisa (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,6/26/2013,100554.0,41.145165000000006,-91.075998,657.59
5710,33607,2008,HMGP,119 E WALNUT STREET,COLUMBUS JUNCTION,IA,52738,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Louisa,"DOWNING, MARTIN",Owner Occupied - Principal Residence,50 - 99%,6/17/2013,Single Family,Yes,"Louisa County, IA Property Acquisition Project #3",DR-1763-0208-R,Closed,Acquisition,LOUISA,Statewide,Louisa (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,6/17/2013,54747.0,41.280097999999995,-91.36121999999999,614.96
5742,33660,2008,HMGP,125 3RD STREET,COLUMBUS JUNCTION,IA,52738,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Louisa,"ROMERO, YESENIA",Owner Occupied - Principal Residence,50 - 99%,6/17/2013,Single Family,Yes,"Louisa County, IA Property Acquisition Project #3",DR-1763-0208-R,Closed,Acquisition,LOUISA,Statewide,Louisa (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,6/17/2013,35640.0,41.281578,-91.36281600000001,582.08
5743,33661,2008,HMGP,12569 COUNTY ROAD G62,WAPELLO,IA,52653,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Louisa,"WALKER, LANCE",Rental,50 - 99%,6/17/2013,Single Family,Yes,"Louisa County, IA Property Acquisition Project #3",DR-1763-0208-R,Closed,Acquisition,LOUISA,Statewide,Louisa (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,6/17/2013,98890.0,41.185175,-91.16665400000001,558.69
5744,33662,2008,HMGP,12624 HIGHWAY 99,WAPELLO,IA,52653,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Louisa,"PURDY, DONALD E",Owner Occupied - Principal Residence,50 - 99%,6/26/2013,Single Family,Yes,"Louisa County, IA Property Acquisition Project #2",DR-1763-0170-R,Closed,Acquisition,LOUISA,Statewide,Louisa (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,6/26/2013,96808.0,41.145709000000004,-91.077873,660.06
5747,33667,2008,HMGP,127 W ROCHESTER AVE,ATALISSA,IA,52720,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Muscatine,"HILL, LARRY E",Owner Occupied - Principal Residence,50 - 99%,5/31/2013,Single Family,Yes,Cedar County HMGP Property Acquisition Project,DR-1763-0040-R,Closed,Acquisition,CEDAR,Statewide,Cedar (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,5/31/2013,83710.0,41.670433,-91.16653000000001,657.57
5755,33682,2008,HMGP,12938 HIGHWAY 99,WAPELLO,IA,52653,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Louisa,"SINCLAIR, BRUCE",Owner Occupied - Principal Residence,50 - 99%,6/17/2013,Single Family,Yes,"Louisa County, IA Property Acquisition Project #3",DR-1763-0208-R,Closed,Acquisition,LOUISA,Statewide,Louisa (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,6/17/2013,42031.0,41.145907,-91.078556,659.39
5764,33692,2008,HMGP,130 W ROCHESTER AVE,ATALISSA,IA,52720,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Muscatine,"HILL, CHARLOTTE C",Owner Occupied - Principal Residence,50 - 99%,5/31/2013,Single Family,Yes,Cedar County HMGP Property Acquisition Project,DR-1763-0040-R,Closed,Acquisition,CEDAR,Statewide,Cedar (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,5/31/2013,113245.0,41.67002,-91.16796,670.38
5817,33793,2008,HMGP,1412226005,OLIN,IA,52320,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Jones,"BARKLEY, JODY",Not Applicable,,3/26/2015,Vacant Land,Yes,City of Olin Property Acquisition # 2,DR-1763-0054-R,Closed,Acquisition,JONES,Statewide,Olin,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,3/26/2015,0.0,41.99964,-91.14419000000001,756.91
5819,33797,2008,HMGP,1413327002,OLIN,IA,52320,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Jones,"WOOD, KEVIN",Not Applicable,,3/26/2015,Vacant Land,Yes,City of Olin Property Acquisition # 2,DR-1763-0054-R,Closed,Acquisition,JONES,Statewide,Olin,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,3/26/2015,1.0,41.997941,-91.14348299999999,750.32
5877,33907,2008,HMGP,163 WITMER ROAD,MOSCOW,IA,52760,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Muscatine,"THOMSEN, DAVID",Owner Occupied - Principal Residence,50 - 99%,5/31/2013,Single Family,Yes,Cedar County HMGP Property Acquisition Project,DR-1763-0040-R,Closed,Acquisition,CEDAR,Statewide,Cedar (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,5/31/2013,33253.0,41.631824,-91.13633,659.09
5891,33933,2008,HMGP,1751 180TH STREET,NICHOLS,IA,52766,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Muscatine,"HAMANN, EDWIN",Owner Occupied - Principal Residence,50 - 99%,2/15/2012,Single Family,Yes,Muscatine County  Property Acquisition and Demolition Project,DR-1763-0039-R,Closed,Acquisition,MUSCATINE,Statewide,Muscatine (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,2/15/2012,,41.480292999999996,-91.22386,604.02
5898,33947,2008,HMGP,1851 PIKE RUN LANE,NICHOLS,IA,52766,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Muscatine,"GRASSI, BRIAN",Other (Specify in Comments),,2/15/2012,Vacant Land,Yes,Muscatine County  Property Acquisition and Demolition Project,DR-1763-0039-R,Closed,Acquisition,MUSCATINE,Statewide,Muscatine (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,2/15/2012,,41.476963,-91.22412,606.09
5899,33949,2008,HMGP,1852 PIKE RUN LANE,NICHOLS,IA,52766,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Muscatine,"SEDAM, BILLY",Owner Occupied - Principal Residence,50 - 99%,2/15/2012,Single Family,Yes,Muscatine County  Property Acquisition and Demolition Project,DR-1763-0039-R,Closed,Acquisition,MUSCATINE,Statewide,Muscatine (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,2/15/2012,,41.47652,-91.22204,607.75
5902,33955,2008,HMGP,1875 1ST STREET,TIPTON,IA,52772,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Cedar,"SCHNECKLOTH, KURT",Owner Occupied - Principal Residence,50 - 99%,5/31/2013,Single Family,Yes,Cedar County HMGP Property Acquisition Project,DR-1763-0040-R,Closed,Acquisition,CEDAR,Statewide,Cedar (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,5/31/2013,69102.0,41.673206,-91.16,661.7
5903,33957,2008,HMGP,1886 170TH STREET,WEST LIBERTY,IA,52776,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Muscatine,"SCOTT, PAUL",Owner Occupied - Principal Residence,50 - 99%,2/15/2012,Single Family,Yes,Muscatine County  Property Acquisition and Demolition Project,DR-1763-0039-R,Closed,Acquisition,MUSCATINE,Statewide,Muscatine (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,2/15/2012,,41.495014000000005,-91.19767,611.68
5905,33961,2008,HMGP,1897 HIGHWAY 99,OAKVILLE,IA,52646,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Louisa,"HARDIN, LYNN",Owner Occupied - Principal Residence,50 - 99%,6/17/2013,Single Family,Yes,"Louisa County, IA Property Acquisition Project #3",DR-1763-0208-R,Closed,Acquisition,LOUISA,Statewide,Louisa (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,6/17/2013,120802.0,41.086131,-91.044598,546.0
5915,33978,2008,HMGP,1954 ATALISSA RD,ATALISSA,IA,52720,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Muscatine,"WALKER, KENNETH F",Owner Occupied - Principal Residence,50 - 99%,5/31/2013,Single Family,Yes,Cedar County HMGP Property Acquisition Project,DR-1763-0040-R,Closed,Acquisition,CEDAR,Statewide,Cedar (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,5/31/2013,52272.0,41.662735,-91.15254,655.2
5935,34008,2008,HMGP,204 5TH STREET,OAKVILLE,IA,52646,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Louisa,"STIGGE, CLAUDINE A",Owner Occupied - Principal Residence,50 - 99%,3/16/2012,Single Family,Yes,City of Oakville Property Acquisition Project #1,DR-1763-0033-R,Closed,Acquisition,LOUISA,Statewide,Oakville,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,3/16/2012,,41.095417,-91.040146,539.26
5957,34039,2008,HMGP,211 WEST SECOND STREET,OLIN,IA,52320,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Jones,"WOOD, KEVIN",Owner Occupied - Principal Residence,50 - 99%,3/26/2015,Single Family,Yes,City of Olin Property Acquisition # 2,DR-1763-0054-R,Closed,Acquisition,JONES,Statewide,Olin,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,3/26/2015,44264.0,41.997917,-91.14413499999999,747.44
5981,34070,2008,HMGP,2212 ATALISSA RD,ATALISSA,IA,52720,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Muscatine,"WATSON, LOIS J",Owner Occupied - Principal Residence,50 - 99%,5/31/2013,Single Family,Yes,Cedar County HMGP Property Acquisition Project,DR-1763-0040-R,Closed,Acquisition,CEDAR,Statewide,Cedar (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,5/31/2013,32637.0,41.63029,-91.155525,658.46
6017,34135,2008,HMGP,2424 EDGEWATER ROAD,C0NESVILLE,IA,52739,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Muscatine,"MURPHY, THOMAS",Owner Occupied - Secondary Residence,50 - 99%,2/15/2012,Single Family,Yes,Muscatine County  Property Acquisition and Demolition Project,DR-1763-0039-R,Closed,Acquisition,MUSCATINE,Statewide,Muscatine (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,2/15/2012,,41.387741,-91.311305,590.76
6018,34137,2008,HMGP,2430 EDGEWATER ROAD,CONESVILLE,IA,52739,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Muscatine,"ALLEN, STEVEN",Owner Occupied - Secondary Residence,50 - 99%,2/15/2012,Single Family,Yes,Muscatine County  Property Acquisition and Demolition Project,DR-1763-0039-R,Closed,Acquisition,MUSCATINE,Statewide,Muscatine (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,2/15/2012,,41.38767,-91.311356,591.03
6019,34139,2008,HMGP,2446 EDGEWATER ROAD,CONESVILLE,IA,52739,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Muscatine,"DUNSWORTH, IRA",Owner Occupied - Secondary Residence,50 - 99%,2/15/2012,Single Family,Yes,Muscatine County  Property Acquisition and Demolition Project,DR-1763-0039-R,Closed,Acquisition,MUSCATINE,Statewide,Muscatine (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,2/15/2012,,41.386720000000004,-91.31138,590.4
6020,34141,2008,HMGP,2450 EDGEWATER ROAD,CONESVILLE,IA,52739,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Muscatine,"HESSELTINE, WILLIAM",Owner Occupied - Principal Residence,50 - 99%,2/15/2012,Single Family,Yes,Muscatine County  Property Acquisition and Demolition Project,DR-1763-0039-R,Closed,Acquisition,MUSCATINE,Statewide,Muscatine (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,2/15/2012,,41.386375,-91.311356,590.14
6021,34143,2008,HMGP,2452 EDGEWATER ROAD,CONESVILLE,IA,52739,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Muscatine,"DETWILLER JR, HAROLD",Owner Occupied - Principal Residence,50 - 99%,2/15/2012,Single Family,Yes,Muscatine County  Property Acquisition and Demolition Project,DR-1763-0039-R,Closed,Acquisition,MUSCATINE,Statewide,Muscatine (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,2/15/2012,,41.386257,-91.31136,590.04
6022,34145,2008,HMGP,2462 EDGEWATER ROAD,CONESVILLE,IA,52739,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Muscatine,"BARNES, JIM",Owner Occupied - Secondary Residence,50 - 99%,2/15/2012,Single Family,Yes,Muscatine County  Property Acquisition and Demolition Project,DR-1763-0039-R,Closed,Acquisition,MUSCATINE,Statewide,Muscatine (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,2/15/2012,,41.385674,-91.31137,589.93
6023,34147,2008,HMGP,2476 EDGEWATER ROAD,CONESVILLE,IA,52739,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Muscatine,"PETERSCHMIDT, JIM",Owner Occupied - Secondary Residence,50 - 99%,2/15/2012,Single Family,Yes,Muscatine County  Property Acquisition and Demolition Project,DR-1763-0039-R,Closed,Acquisition,MUSCATINE,Statewide,Muscatine (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,2/15/2012,,41.384859999999996,-91.31137,590.21
6024,34149,2008,HMGP,2486 SPRING STREET,MEDIAPOLIS,IA,52637,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Louisa,"TIMMERMAN, RICHARD",Owner Occupied - Principal Residence,50 - 99%,6/17/2013,Single Family,Yes,"Louisa County, IA Property Acquisition Project #3",DR-1763-0208-R,Closed,Acquisition,LOUISA,Statewide,Louisa (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,6/17/2013,27401.0,41.01142,-91.132588,739.74
6025,34150,2008,HMGP,2488 SPRING STREET,MEDIAPOLIS,IA,52637,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Louisa,"TIMMERMAN, RICHARD",Rental,50 - 99%,6/17/2013,Single Family,Yes,"Louisa County, IA Property Acquisition Project #3",DR-1763-0208-R,Closed,Acquisition,LOUISA,Statewide,Louisa (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,6/17/2013,35189.0,41.01142,-91.13258,739.74
6034,34166,2008,HMGP,253 W ROCHESTER AVE,ATALISSA,IA,52720,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Muscatine,"REED, THOMAS  P",Owner Occupied - Principal Residence,50 - 99%,5/31/2013,Single Family,Yes,Cedar County HMGP Property Acquisition Project,DR-1763-0040-R,Closed,Acquisition,CEDAR,Statewide,Cedar (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,5/31/2013,250635.0,41.669464000000005,-91.16974,691.97
6035,34168,2008,HMGP,256 W ROCHESTER AVE,ATALISSA,IA,52720,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Muscatine,"PARROTT, DENNIS E",Owner Occupied - Principal Residence,50 - 99%,5/31/2013,Single Family,Yes,Cedar County HMGP Property Acquisition Project,DR-1763-0040-R,Closed,Acquisition,CEDAR,Statewide,Cedar (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,5/31/2013,137258.0,41.669266,-91.17112,709.73
6036,34170,2008,HMGP,257 W ROCHESTER AVE,ATALISSA,IA,52720,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Muscatine,"WONICK, JACK D",Owner Occupied - Principal Residence,50 - 99%,5/31/2013,Single Family,Yes,Cedar County HMGP Property Acquisition Project,DR-1763-0040-R,Closed,Acquisition,CEDAR,Statewide,Cedar (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,5/31/2013,114455.0,41.66941,-91.169945,694.37
6037,34172,2008,HMGP,258 W ROCHESTER AVE,ATALISSA,IA,52720,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Muscatine,"WESSEL, THOMAS R",Owner Occupied - Principal Residence,50 - 99%,5/31/2013,Single Family,Yes,Cedar County HMGP Property Acquisition Project,DR-1763-0040-R,Closed,Acquisition,CEDAR,Statewide,Cedar (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,5/31/2013,86834.0,41.669261999999996,-91.17116999999999,709.73
6038,34174,2008,HMGP,260 W ROCHESTER AVE,ATALISSA,IA,52720,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Muscatine,"GRITTON, NORMAN W",Owner Occupied - Principal Residence,50 - 99%,5/31/2013,Single Family,Yes,Cedar County HMGP Property Acquisition Project,DR-1763-0040-R,Closed,Acquisition,CEDAR,Statewide,Cedar (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,5/31/2013,96602.0,41.669253999999995,-91.17123000000001,711.4
6043,34184,2008,HMGP,262 W ROCHESTER AVE,ATALISSA,IA,52720,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Muscatine,"COURTNEY, STEPHEN M",Owner Occupied - Principal Residence,50 - 99%,5/31/2013,Single Family,Yes,Cedar County HMGP Property Acquisition Project,DR-1763-0040-R,Closed,Acquisition,CEDAR,Statewide,Cedar (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,5/31/2013,104819.0,41.66925,-91.17128000000001,711.4
6044,34186,2008,HMGP,264 W ROCHESTER AVE,ATALISSA,IA,52720,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Muscatine,"AXBERG, WALLACE G",Owner Occupied - Principal Residence,50 - 99%,5/31/2013,Single Family,Yes,Cedar County HMGP Property Acquisition Project,DR-1763-0040-R,Closed,Acquisition,CEDAR,Statewide,Cedar (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,5/31/2013,123662.0,41.669247,-91.17133000000001,712.78
6048,34193,2008,HMGP,271 W ROCHESTER AVE,ATALISSA,IA,52720,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Muscatine,"HITCH, DAVID F",Owner Occupied - Principal Residence,50 - 99%,5/31/2013,Single Family,Yes,Cedar County HMGP Property Acquisition Project,DR-1763-0040-R,Closed,Acquisition,CEDAR,Statewide,Cedar (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,5/31/2013,104456.0,41.669284999999995,-91.1707,703.85
6059,34208,2008,HMGP,301 W 2ND STREET,OLIN,IA,52320,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Jones,"BARKLEY, JODY",Owner Occupied - Principal Residence,50 - 99%,3/26/2015,Single Family,Yes,City of Olin Property Acquisition # 2,DR-1763-0054-R,Closed,Acquisition,JONES,Statewide,Olin,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,3/26/2015,113773.0,41.997623,-91.14493,747.07
6108,34269,2008,HMGP,3122 FARNAM STREET,DAVENPORT,IA,52803,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Scott,"LYNCH, WILLIAM L",Owner Occupied - Secondary Residence,50 - 99%,9/25/2013,Single Family,Yes,City of Davenport Acquisition Project,DR-1763-0028-R,Closed,Acquisition,SCOTT,Statewide,Davenport,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,9/25/2013,128000.0,41.55237,-90.566986,626.7
